text,Rating,tokens
"awesome really enjoyed staying hotel condado, desk staff helpful friendly, rooms spotlessly clean well-decorated, street nice restaurants nearby, negative thing bit walk las ramblas sights great safe neighborhood, definitely stay hotel condado barcelona,  ",5,39
"great stay great spacious rooms maintained comfortable, not walking distance las ramblas cabs barcelona reasonable approx 8-10 euros, loved fact internet bottled water coke local beer complimentary, biggest drawback obnoxious concierge, definitely recommend hotel young travellers,  ",4,41
"expected want human statue lifestyle offered rambler hotel not, condodo located gentler barcelona away tourist traps located rambler, room average size appointed great natural light.the hotel lifts bonus, hotel provides ice free bottled water floor, fully recommend breakfast extensive selection hot food cereal pastries, cheaper cafe nearby eat smoke free room spain small pleasure, selection desk staff helpful recommended quality restaurants area,  ",5,69
"great breakfast stayed catalonia aragon 3 nights month november 2005, clean stylish rooms.front desk extremely helpful lost luggage problem, not center town nearby metro train airport, stated- great breakfast,  ",4,33
"needs improvement having stayed hotel 4 nights.i couple things improved on.the hotel service bad.very unhelpful lot english speaking tourists staying people working recption poor english.rooms small stink smoke well.the area not bad.but heading hotel 1am taxi home,  ",2,38
"perfecty located stayed caledonian hotel barcelona 3 nights end april 08.hotel spotlessly clean room overlooking main thoroughfare double glazed doors small balacony kept traffic noise minimum.location hotel excellent staff friendly helpful, recommend friends visit,  ",4,36
"okay steal, unfortunate items cosmetics taken hotel room stay hotel, attitude seen believed, totally unprofessional lots shrugging shoulders, look, told unimportant small items not money, err hello theft theft book, told maid worked apparantly maid, 14 years said didnt word believe, unbelievable, arrogance breathtaking, contacted director basically got treatment fact replied email, advice dont stay hotel thats value personal possessions,  ",1,73
"poor cast won t speak speed spanish terrible english, no non smoking area room noisy work progress building nearby walls, people not really friendly, breakfast poor, not included price,  ",1,34
"lovely hotel city break friend just returned wonderful weekend barcelona, hotel exceptionally clean modern spacious, room standard big, shower great lovely comfy matress did notice little bit language barrier barcelona hotel, concierge english fairly poor.the let mini-bar n't reguarlary stocked hotel bar barcelona millions bars supermarkets, definitely reccomend hotel wanting city break nice affordable hotel close centre, avenida diagonal nice area close avenida gracia barcelona version bond street.would definitely stay,  ",4,77
"fine hotel fine hotel recently refurbished 5 minutes walking retiro park museum miledefinitely,  ",5,14
"visited stayed hesperia sant joan 2006 concerned reviews needed break, pleased remarks unfounded clean rooms friendly staff excellent transport links city bus tram, taxi 14-18 euros colon columbus.enjoyed visit returned september 2007.visited bar rear hotel square locals friendly helpful little english spoken.only snag theft bag party whilst ramblas city theft problem.visited stiges whilst barcelona just short train ride away good awayday cost just 5 euro return ticket.looking forward visit 2008,  ",5,73
"great hotel downtown madrid great hotel great spot room huge hotel europe, size bathroom balcony sitting room paid 150.00 night hotel room size europe great price,  ",5,28
"great hotel fair price great location quiet alley people willing help room small, using standard say 3 star room small turn 5 star service nice people willing answer questions, hotel service 5.0 hotel condition 4.0 room cleanliness 5.0 room comfort 3.0,  ",4,44
"great choice stayed hotel teenage sons worked perfectly, location not beat, center old town lovely right near central metro stop easy access town, rooms clean fresh bathrooms great, weakest link television small limited 1-2 channels staff said fixed, internet access available not wireless plug room, standout feature stay maria elena breakfast, incredibly extensive bountiful buffet items children adults gave great start day,  ",5,70
"great hotel right city center stayed night maria elena surprise price, hotel impeccable certianly 4 5 star hotel, iit great deal, location right city center quiet street, staff courteous helpful, buffet breakfast 10 euros worth price, definitely stay highly reccomend hotel,  ",5,48
"superb staff missing flight madrid poor weather arrived tired just check time, hoping use room simply shower lucky, gracious desk clerk n't nicer, allowed check showers nap leaving 6:00 pm catch flight marrakech, rooms sweet bathrooms great beds perfect service warm welcome remember, thank,  ",5,50
"v. helpful receptionists contrary reviews tripadvisor hotel excellent, location great decor classy receptionists helpful friendly good english boot, maite particular gave good advice trip granada, experienced no noise usual problem overheating room, recommended,  ",4,38
"good not 4 star nice clean hotel friendly staff good breakfast, mind rooms small 4 star, admittedly balcony hotel bedrooms november not sunny midday, near beach surrounding area quiet little, bus no 41 stops nearby takes right hub shopping centre barca pl, catalunya,  ",3,49
"nice surprise, friend stayed days august 2008. booked hotel little concerned distance hotel city centre anxieties rapidly dispelled arrived, 10minute walk metro station poblenou 20 minutes centre, hotel practically beach marvellous, beach quieter tourist orientated ones barceloneta set beaches disabled people actively catered, hotel quiet air conditioned comfortable, rooms/toilets spacious clean, staff polite knowledgeable, breakfast good wide selection.overall pleased probably stay visit,  ",5,71
"fantastc modern friendly excellently located hotel, excellent hotel, 5 minutes great beach.7 minutes metro station.20 minutes hustle bustle barcelona city.10 minutes port olympic la ramblas night life.friendly professional staff occasions notice reception advising visitors good spots great room sea views modern clean high standard.i laughed previous bad reviews 10 day stay discerning travller travel parter.have great stay book think better city taxi really cheap really soooo close beach.happy holidays x,  ",5,73
"good quiet hotel stayed 2 nights precruise got hotel priceline, hotel away hubbub things did not mind, previous reviewers written bus stop right hotel, actually walked ocean pier restaurants shops took 30 minutes, day walked way took couple hours meandered different areas various paces la rambla, staff nice helpful, negative wanted nonsmoking room did not available, room not carpeted smell not bad,  ",5,70
"not best 0 stayed business rate quite good, not sure unlucky room internal room quite dingy musty little pokey, bathroom fully equipped left little desired daily fight shower curtain, quite noisy corridors echo people, recommend ear plugs, pool looked nice arrived late eve use, free entrance egyptian museum guests used, not hour kill, overall not choice hotel good price consider overall,  ",3,70
"better hotel balmes really better, excellent location shopping sights, hotel noisy night early morning maid cleaning room door woke 7am.. day water brown freshen flight fixed morning, reviews total pot luck rooms mediocre size money, view non existent window high, walls hear people bathroom door, staying hotels cities great location try first..,  ",2,61
"bit far centre barcelona took boyfriend away days break booked mystery hotel hotel fantastic receptionist really helpful quite far ramblers centre catch tram metro took 40 minutes total bothered wanted stay late tram 12 midnight 2 a.m week-end recommend hotel barcelona stay alot closer n't shops restaurants hotel food quite expensive hotel, got conned taxi airport cost no 20 euros got charged 30 euros stand ground, fantastic time,  ",3,71
"nice hotel, bit far center tho, stayed maritim days, good experience hotel far tourist attractions really good nice breakfast served bus tram subway, plus close shopping mall loads restaurants supermarket, far tourist attractions bear mind barcelona modern city attractions spread different old town concentrated center need public transportation, sense hotel location not considered, especially street beach view awesome,  ",4,66
"place stay, stayed days great.it spotless, staff friendly spoke good english, food nice free sweets reception desk great near mettro stations nou camp beach just road,  ",5,30
"great value stayed nights 2005 paid night thought excellent value, little town right beach preferred quiet, taxi 6 euro town, great hotel short city stay,  ",4,29
"did job stayed 5 days february, choice determined need internet access room hotel advertised, main advantages clean catering business people tourists room service available needed, nice touch availability free bottled water.on negative room tiny chair 2 people, promised internet access not available 1st 2 days staff polite n't help, no proper bar exists restaurant no atmosphere, surrounding area not interesting major road cross order beach,  ",3,72
"excellent hotel not fault abba sants hotel, beds big comfy rooms spacious, staff polite helpful hotel sleek modern located right underground metro station, great stay definitely return,  ",5,31
"good hotel recommend hotel, great want train airport, wheel bags blocks hotel avoid taxi fare, small bakery street great breakfast, internet shop block away, paid 40 cents minutes check emails, subway stop stairs right door hotel, stayed 7th floor room fine quiet, bus touristic dont recommend stops train station way,  ",4,59
"fantastic stay abba sants hotel 8 lovely ladies glasgow flying wonderful city barcelona hen weekend, ages ranged 24 58 finding right hotel suit tastes expectations going challenge, abba sants hotel proved perfect choice, hotel stunning, immaculately clean bedrooms freshly decorated staff helpful polite quite obvious champagne cocktails, highly recommend hotel seriously consider booking romantic weekend away girls weekend,  ",5,64
"great hotel, great hotel, nice rooms polite helpful staff great breakfast, area hotel not best close metro main railway station,  ",5,24
"did 4 stars come, nutshell clean acceptable hotel great location, no idea got 4 stars lift no swimming pool no sauna/steam room rooms small no tea coffee facilities.unfortunately booked hotel hotelclub booked double room stated 9 year old child, pay 50 euros hotelclub does n't want know, knew additional charge think rented apartment instead room buy glorious fresh produce market not pay city priced meals hotel,  ",2,71
"lovely hotel dodgy area nice hotel helpful staff clean rooms.was pickpocketed right outside hotel organised gang, police not interested just watch, care rambla approaches ready defend way money,  ",2,31
"right las ramblas, stayed nights post cruise son daughter, requested triple room ended twin beds roll away bed, room overlooked las ramblas did not book superior room.i hotel average rating ideal location right las ramblas 1/2 block pla__a catalunya, pla__a catalunya large square purchase tickets bus turistic subway stop.the room clean modern.bathroom large included shower/tub bidet.the room room safe mini bar.i recommend hotel excellent location,  ",4,70
"great location good value stayed twin room, comfortable wonderful views rambla, access lounge tea-making facilities, good buffet breakfast, husband left radio room forwarded day cost postage, all-in-all wonderful three-day break hotel wonderful location,  ",5,39
"great hotel week end break barcelona booked research, booked room overlooking la rambla no noise, busy, hotel close tour buses bars restaurants tapas bars, hotel staff friendly helpful rooms exactly photography website plenty hot water clean room ready arrived earlier specified, didnt use restaurant places closeby try limited time, definately recommend good 4* hotel unbeatable location easy links airport,  ",5,67
"great hotel suggest great location. city center rambla near catalunya square, visit city hotel easy transport facilities like underground 6 lines bus stops rambla near hotel, rooms large clean, reception services good leave luggage hotel check-out problems bags stored closed room identified personal number, restaurant lightly expensive nearly kind restaurants tapas bar pizzeria ecc., great hotel return,  ",4,64
"nice hotel perfect location stayed 8 nights, position hotel excellent close supermarket stores, nice professional staff, did not hear la rambla streets neighbour door, not eat restaurant disappointed no finish meals, breakfast ok expensive 9 euros person, not eat restaurants located la rambla, royal recommend,  ",4,53
"100 location fantastic location booked superior room, dissapointed thought special comparable 3 star, twin beds asked double no tea/coffee room minibar expensive, room clean little small, wonder things better requested non smokers room, smokers bad deal, pay basic room afterall city spend little time,  ",4,51
"disappointing expected 4* hotel.we arrived told room ready 20 minutes, opted lunch returned 2 hours later told problem room different room wait 15 minutes ready, told room just good know drawings room bit bigger end room, room supposed sound-proof heard noises night long things sounded people moving furniture constantly.we booked superior design suite quality finish not 100, addition beds ridiculously hard, breakfast not included room price surprised about.it fine central not stay,  ",3,79
"great hotel great location hotel located great location like shop use hop on/ hop tour buses close lot activity, hotel staff helpful friendly, room got smokey smelling, hotel booked night day able non-smoking room, windows hotel face busy ramblas double windows ca n't hear activity going outside, pleased cleanliness location hotel especially price, make sure walk ramblas open air market fresh squeezed fruit juices try mango juice good,  ",4,75
"good value royal barcelona located la rambla place catalunya end, comfortable slightly compact superior room overlooking la rambla, wonderful double-window sound insulation double glazing ensured street noises shut opened inner and/or outer windows, house keeping standards excellent, breakfast good long queues coffee single coffee machine bit frustrating, staff friendlier nonetheless efficient.will reurn,  ",4,58
"pick better spot stayed 2 nights average hotel priced average, room pretty nice nothing hotel that- lobby small facilities couple beverage despensers, elevators small.we didnt eat expensive.the staff ok. just not special 140 e excluding tax no breakfast, confirmation said internet facilities none,  ",3,47
"great location clean friendly really friendly folks room clean quiet, location fantastic subway block away right las ramblas.i stay,  ",4,21
"good hotel spent 3 days royal march location excellent short walk away airport bus stop.the hotel clean decent size rooms friendly staff, enjoyed stay hotel recommend visiting barcelona,  ",4,30
"perfect location location location location, walking distance major points interest.rooms soundproof real effective 6th floor spacious clean room.should barcelona no doubt book royal again.breakfast not best absolutely starts 7am wake early ok 5 range 1 10,  ",3,38
"hotel royal la rambla stayed night barcelona won saturday, room overlooking courtyard quiet, room small dark, bathroom minute, location excellent, staff friendly, not iron, pay, ok business hotel provided iron, security reasons apparently room service acceptable, breakfast ok eat lot, just croissant coffee better eat cafes,  ",4,58
"recommend royal having recently stayed royal hotel barcelona, happily recommend, location excellent right ramblas, staff freindly helpful, n't opted deal including breakfast did choose breakfast hotel choice food freshness excellent worth 13 euros, n't opted room ramblas view 15 euros definitely worth extra, definitely recommend royal stay reaaly enjoyed barcelona, time opt room upgrade whilst room clean comfortable dark,  ",4,67
"great location just short stay royal located ideal location visiting central barcelona located end la ramblas, room comfortable quiet located hotel.the staff friendly helpful particularly looking bags official check directing place chosen guide book.thoroughly recomend definitely return,  ",4,39
"good value location not bettered tourists looking explore barcelona, standard room roomy bright comfortable clean, breakfast room food good staff profressional, comically referred cafe royal bar simply vending machine dispensing bottles wine beer cups coffee.all fine hotel easy recommend,  ",4,43
"nice hotel good location stayed hotel nights friends, decided expensive rooms treat ended room 1 think smallest rooms hotel despite price, having said room stylish shower excellent, great view ramblas quadruple glazing did job terms keeping noise night.you paying premium location hotel right las ramblas does job terms good beds good security good showers n't great deal bang buck, warned hold wallet times ramblas end especially night,  ",3,72
"great hotel stayed hotel royal 2 nights n't asked better hotel, room clean spacious, room looked las ramblas werent kept noise, fact nice ableto open windows night look hear going street close windows cant hear thing, location ca n't beat, easy access airport bus, close subway entrances located right las ramblas.i stay hotel royal,  ",4,61
"excellent value hotel listed 4* deserves classification respect, rooms look little old-fashioned sure, room large comfortable service swift freindly helpful location outstanding n't want better position base exploring barcelona.the major downside lack facilities no pool spa not tea coffee making facilities room.the best thing price bracket befitting 3* hotel certainly n't, recommend hotel n't tightest budgets,  ",4,62
"great place stay stayed royal hotel ramblas nights june 2005. non smoking room overlooking ramblas great view time quiet cool air conditioning double glazing, staff helpful efficient, near tube station buses sight seeing easy access gothic quarter port viell ramblas, breakfast hotel not included price 13 euros felt bit expensive preferred eat road 5 euros, room comfortable marble bathroom nice,  ",4,65
"excellent position spotlessly clean sisters just returned spending 3 nights hotel royal, reviews site recommeded requesting room did informed triple rooms, room spacious comfortable clean fourth floor quiet window open night.the hotel fantastic position easy pop day deposit bags shopping freshen best place breakfast nuria restaurant just doors ramblas burger king, just 6 euros english breakfast.we definitely stay hotel,  ",4,63
"friendly clean great location room clean great location helpful friendly staff.our room overlooking ramblas large sunny good sound proofing, parents room hotel small dark no view dark courtyard staff happy change make sure book room view did request didnt not worth money.not great atmosphere/ambience.but no real problems consider staying long rooms,  ",4,53
"great central hotel hotel royal right la rambla touristy extremely central great place stay, perfect first-time visitors allowed bearings, stayed days january recommend, rooms nice clean not say hotel staff, spoke english helpful answering questions offering suggestions, try room overlooking la rambla, n't worry noise soundproof rooms fun look window barcelona life, not disappointed hotel,  ",5,63
"wonderful hotel, hotel execelllently located la rambla lot people walk street hotel near point room small good quite inspite rooms cleaners excellent staff helpfull barcelona choose royal hotel not iberia airlines,  ",5,33
"lovely hotel quiet location lovely hotel nice quiet location, spotlessly clean food especially breakfast, wonderful, rooms lovely standard ones cleanif looking little bit luxury recommend hotelca n't wait,  ",5,32
"great stayed 3 nights 2006 hotel 15 mins walk centre town great hotel service peace great value 110 euros 2 including breakfast, great views port, breakfast buffet style vast excellent service 3 min walk nudist beach great cafe bar serving excellent spanish food day, point hotel heaving conference delegates mid week weddings weekend overall great hotel good position friendly faces.going august secured great rates high season,  ",4,70
"disappointing no 1 hotel sitges, i__d hate, rooms noisy none doors close slamming moved rooms today hoped quieter end hotel discovered room damp carpet no know doorframe looks kicked door, pair dirty socks hanging bathroom original room checked, make matters worse confusion thought booked internet actually offer, staff polite uninterested, lifts kept sticking 4 star hotel need competition, sitges pretty nice,  ",2,69
"great hotel ideal location having lived barcelona months knew hotel located convenient location 1/2 mile las ramblas paseo gracia, hotel nicely decorated great breakfast buffet, staff courteous helpful need information restaurants attractions, hotel great value price,  ",5,40
"bad hotel beautiful city excellent localisation good thing hotel.noisy small rooms small beds pay 4* room 2*, attention check don__t make calls hotel don__t drink bar, things room account didn__t used, carefull enjoy barcelona hotel,  ",1,41
"super hotel real small nice hotel super comfortable rooms, location super, problem prices went dramaticlly expensive,  ",5,19
"loved favourite hotels love, small trendy clean great staff safe area, nice local bars, re-visit recommended loved, son currently 21st staff took upa bottle champagne shortly arrived real nice touch,  ",5,35
"fab hotel stayed 5 nights, loved hotel location great, quiet area barcelona close access metro diagonal, roof pool small great place lounge sunny afternoon, rooms spotless spacious tv remote broken.free internet access lobby useful staff really friendly helpful, fab idea free use hotel car 4 hours need good sightseeing/getting city brave drive city problem paying converted using poor rate asking paid euros tken bank rate day highly recommend look stay agaion trip city,  ",4,79
"fabulous hotel stayed hotel week 21st birthday, immediately impressed recieved bottle champagne birthday, hotel clean spacious exceptional breakfast buffet, absolutely loved roof pool decking, hotel good location walkto les rambles bit far walking day day, staff reception bit rude occasionaly, overall wouldnot hesitate reccommend hotel friends family,  ",4,54
"happy stay america stayed america end june 5 nights, pleased stay bit worried noisy reviewers commented, stay n't marred undue noise rowdy crowd noise certainly travel layout hotel.room nice floor ceiling window kept clean, hotel staff pleasant helpful, pool jacuzzui great day sightseeing open til 8pm.breakfast expensive ate apeadoro end road.lovely evening meal la provenca road.tip paying opt pay currency spanish bank slap 2 surcharge,  ",4,70
"good hotel friendly staff checked hotel upgraded superior room fantastic, biggest bed seen spa bath stero dvd player fabulous view.the hotel modern decorated clean staff friendly, breakfast good large choice.the location good 5 10 mins walk gaudi appartments lots bars restaurants,  ",5,44
"great place stay date march 28th 2006reviewer trip advisor member scotlandwe just returned 4 night break hotel america barcelona, hotel excellent staff helpful friendly, good breakfast clean rooms good location central metro station stay 10/10, not brave drive free 4 hour smart car offer, not hesitate recommend hotel,  ",5,53
"loved america hotel really wonderful stay.i used change hotel time visiting barcelona not nice place going faitful guest hotel.nice rooms friendly people perfect location great music bar need,  ",5,29
"great hotel recommend clean hotel free internet access bar/lobby area, loud night did not bother, great location, recommend stay, helpful staff desk, spoke good english spanish not clear,  ",4,34
"clean funky, great neighborhood, clean modern great area town, n't know area residential lot going, 10 blocks removed mayhem easy want metro taxi cheap taxis, complaint bit loud did n't, got barcelona card travel books recommended did n't value, recommend just taking metro taxis,  ",5,52
"perfect, ca n't recommend place, great location friendly service nice clean modern rooms, pool area great relaxing sights pre dinner drink head nice bars restaurants area, hard pressed hotel standard reasonable price definitely stay time visit barcelona,  ",5,42
"just superb just returned girlie weekend hotel america barcelona, not fault facilities admit none managed gym pool service staff brilliant, not helpful booking taxis late night drinks bar, rooms spacious clean, asked late check nothing trouble, highly recommended return drop hat, near las ramblas la padrera certainly recommend visit casa bastllo perfect location shopping,  ",5,61
"ok, agree said positive staff helpful rooms clean quiet comfortable luxurious nothing wrong price shower works fine no problems noise located close metro useful, march 05,  ",4,29
"recommend, great value conveniently located multiple-line metro station located quiet street clean elevator non-smoking floor helpful desk despite walls recommend stay,  ",4,23
"clean cool hot city stars really spotlessness not rooms hotel itself.our room adequate.it overlooked like backyard not cupboard space travel lightly, tv terrible reception.having said staff helpful let doors locked early hours quiet safe area minutes alfonso martinez metro.from hill slope couple lovely bars cervezera santa barbara similar overall good decent hotel,  ",4,54
"lovely hotel, gran versalles lovely hotel just main road little traffic passing not noise deal spanish taxi drivers building, hotel adequately located just away major tourist attractions not problem metro madrid class want easily cheaply, rooms clean nicely maid cleaned room day hot aswell, staff helpful spoke good english no hassle checking-in answering queries, gripe bar, small standard, atleast clean barman polite friendly saw alcoholic needs,  ",4,74
"asked mother stayed hotel week vacation madrid, staff accomodating, checking staff remembered names greeted like friends time entered left hotel, quite impressed hotel sold nights, went barcelona nights wanted night bags hotel happy store bags returned madrid, room clean arrived cleaned day, reviewers mentioned walls right elevator aware people no means noise disturbing stay, stay trip madrid,  ",4,65
"sabrina concierge tremendous spent week le littre october, concierge staff helpful arranging transportation airport various small things story does n't end left wallet blouse room checked, called sabrina airport located items shipped home new jersey, leaving wallet potentially disaster intact, sabrina nothing short wonderful,  ",5,49
"le littre shines stayed le littre hotel 9th 13th september 2008.the immediate impression relaxed charming hotel wonderfully helpful friendly staff hotel relaxed feel home.it quiet street little no traffic noise.the breakfasts good.the room spacious private bathroom bed comfortable.ok not modern le littre charm plastic 21st century hotel packed facilities n't need use.our stay coincided channel tunnel return way hotel staff exceptionally helpful advising various courses action.overall stay excellent unquestionably return hotel future visiting paris,  ",5,75
"beautifull little hotel montmartre june 2008reviewer season travelers middle age couple canadawe just returned 10 day trip paris stayed littre rive gauche montmartre, hotel recommended airline booked agent, surprise room large unusual europe especially paris, appointed immaculately clean, location 1.5 block main metro lines good district shopping eating just walking, staff helpfull breakfast expected courteous attentive staff, 3rd trip paris best budget hotel stayed, recommend,  ",5,73
"excellent value booked hrs free welcome drink newspaper hotel near blvd montparnasse represents excellent value upgraded deluxe room spotless clean spacious, average choice breakfast considering 17 euros friendly helpful efficient reception breakfast staff, located 2 minutes nearby metro station restaurants nearby, la coupole 5 minutes walk away, stay,  ",4,53
"excellent stayed 2 nights sister niece 1 room 3 twin beds, room large beds did n't feel squeezed, bathroom huge clean, room faced inside quiet, staff helpful spoke english allowed store luggage checked flight n't evening, location ideal access metro day walked rodin museum n't far, lots restaurants choose recommend seafood restaurant la criee, sister thrilled starbucks, definitely return day,  ",5,69
"best kept secret paris week stay hotel littre october did make sojourn paris memorable experience, rooms large spacious appointments needs bathrooms just spacious, staff pleasant personal cooperative, location hotel great plus, small quiet street minutesaway points metro bus taxi, return littre september,  ",5,48
"excellent hotel took year old daughter hotel visit paris, rate hotel great location tourist sites friendly competent staff, paris countless occasions years wanted trip special given daughter trip, spend 300 days annum hotels worldwide bit fussy no complaints renassaince vendome, room modern clean spacious staff did make sure little girl great time.special commendation monica desk not provided coloured pens colouring book arrival chocolate lollipops delivered room,  ",5,71
"amazing honeymoon stayed honeymoon pleased, hotel absolutely beautiful small things really make huge difference, ate breakfast occasions good cocktails evenings little bar excellent, location great bathroom toiletries good quality.we thank hotel gestures honeymoon stay exceptional, enjoyed stay highly recommend marriott property,  ",5,46
"great place stay heart paris fantastic stay renaissance hotel, superb location centre paris close virtually major sights close walk metro distances far walking.breakfast presented lots choice fresh.xavier concierge extremely helpful recommending restaurants bars addition extensive knowledge shopping haunts st germain.2 restaurants recommend l'ardoise 2-3 min walk hotel rue mont thabor authentic french bistro brush french skills steak fantastic, 2nd night went thai restaurant called thior place d'orsay world.would definitely recommend stay hotel,  ",4,75
"great location spend 180 nights year different marriott properties lot points use, took family paris looked marriott property paris, far best combination atmosphere location, not large corporate hotel not ask better location seeing paris foot, hotel room nice, spend nights hotels clean comfortable matters, rooms upgrade king, bathroom larger nicer having tub shower, nights stay upgraded free personally not paid extra atmosphere nicer room important worth,  ",5,75
"romantic weekend just wanted hotel tripadvisor n't disappointed, rooms clean laid need, great location walking louvre catching metro close, did n't use hotel bar restaurant ventured meals coffees let face spoilt choice paris, weekend stay remember,  ",5,41
"facilities, gone, again.beautiful location lot little problems transformed staying bad experience, closed restaurant august not apprecciated, payed 516 dollar room rack rate 460 dollars,  ",2,29
"favorite, location awesome, walk, hotel clean cool pleasant, staff friendly helpful, going eiffel tower suggest going 9:30 pm bring french wine/cheese blanket sit, tower lite 10:00 sparkling lights rapidly tower, beautiful, little bit walk hotel great break museums tours.museum passes way, avoid lines opportunity visit museums not considered going, n't miss rodin thinker small museum not far d'orsy.do n't forget student ids, ask,  ",5,75
"excellent, stayed hotel 13 19 april 2006.location excellent.rooms clean.prestige rooms big couple.separate shower bath.breakfast good clean selection better.general service attitude hotel employers excellent.this important attitude customer service france 0 1 10 range biggest issue france,  ",5,37
"exquisite hotel exquisite hotel, perfect location, friendly helpful staff, pool real plus, shower does n't leak make quick time does wash hair, quiet location, breakfast neighborhood markets cafes patissieres 2-3 blocks away rue saint-honore plus coffee tea lobby, consider staying,  ",5,48
"just returned paris thrilled hotel spending night supposedly charming little hotel rooms small n't decor literally falling walls, ppvendome welcomed open arms loved classy decor, concierge led restaurants loved make note fact pinxo restaurant attached hotel wonderful, note hotel taken marriott rennaisance group april 1 2005. hope special,  ",5,52
"a+ perfect hotel, rooms modern elegant large paris, pool sauna unusual paris welcome hours walking city, staff extremely helpful telepathic anticipating responding requests, place stay paris,  ",5,31
"peace quiet perfect location visit paris chose hotel reading reviews site not disappointed, hotel clean staff friendly helpful, breakfast good good variety breads/cereal/fruit choose hot cooked items, room given furnished comfortable little small compared rooms cities big, location hotel super short walk trocadero good selection restaurants sample close eiffel tower,  ",5,55
"great hotel excellent location stayed paris week small pleasant hotel friendly helpful staff.as mentioned rooms small comfortable decorated clean quiet.and best hotel beds slept on.located quiet neighborhood couple minutes away metro station bus stops car rouges included nice restaurants.several visit reference points walking distance trocadÄro tour eiffel arc triomphe champs elysÄes included weak point hotel good expensive improved.concluding return,  ",4,60
"ecellente place stay paris wife stayed hotel 2 nights, really great welcome room service, location great quiet nights close need parsi, paris definitive place book,  ",5,29
"extreme pleasant surprise great hotel no-nonsense travelers, important comfortable feel beds bathrooms, room small par course paris rooms spotless, staff welcoming hospitable, hotel situated quiet neighborhood stone throw hoopla, trocadero metro station 2 minute walk, th eiffel tower window sight wake, satisfied honestly n't believe better euros definitely stay,  ",5,57
"wonderful stay stay hotel staff warm friendly, location excellent minutes walk trocadero, allowed stay comfort hotel 7 year old son late night enjoy watching fireworks eiffel tower la bastille celebrations room clean equipped modern furniture lcd television, highly recommended,  ",5,43
"good choice stayed mayfair 2008 weekend girlfriend, came denmark weather paris better, hotel nice location, prefer area saint germain discovered concorde area chic, staff helped restaurants trendy bars, sure come area nice hotel,  ",5,39
"gift, dreamed going paris years n't asked better setting come true recently refurbished single rooms balcony bigger expected, felt like higher priced hotels vicinity.location n't better, metro stop short block away excellent restaurants sites tuilieres louvre place la concorde minutes away, staff member maids general manager n't nicer helpful no matter question need had.i highly recommend hotel miss room amazing people,  ",5,66
"hotel mayfair paris real gem, fabulous right bank hotel superior service client-centered office staff, breakfast offered good wait service exceptional, feels like home comforting sense abroad sleep-deprived arrival, rooms recent updating lovely, not wrong spending parisian vacation days fine hotel,  ",5,46
"not bad not great night, room adequate size nicely furnished price 250 euros including buffet breakfast bed quite hard.the bathroom good, buffet breakfast mediocre poor coffee charged seperately 20 euro unhappy, staff excellent helpfull, location suburb, decent value location think better,  ",2,47
"amazing location went small vacation paris booked mayfair, hotel ideally situated visit city, quiet street rivoli street tuileries fgardens, 5 minutes concorde champs elysÄes louvre place vendome opera other.the hotel small charming hotel, feels exclusive, staff welcoming professionnal not numerous paris, rooms nice n't feel old stylish room 6th floor price good, short excellent souvenir, soon,  ",5,65
"charming hotel spent great time mayfair paris, nice location great staff room clean nice, room size bit larger standard double room size paris, think better feel city essence europe general stay small charming hotel like, place remember trip paris summer,  ",5,45
"watch breakfast, read comments reviewers cautious instructions exactly included meal, thought figured went check told owed 80 extras taken, understood cold cereal included informed wrong, tablespoons cereal cost 8.00 time, realized extras eaten sliced ham cheese fresh strawberries, not listen comments, positive location perfect walking sights,  ",1,54
"impressed magda stayed royal magda nights january 08 really impressed standard accommodation price location, rooms small spotlessly clean comfortable nicely presented, quiet bearing mind busy area, staff helpful, room basis did n't try breakfast looked nice expensive, n't hesitate stay,  ",4,46
"great small hotel spent 3 nights excellent small hotel, located easy 3 minute walk arc triomphe, room bathroom small adequate, staff helpful polite good knowledge locality paris general, not post office buy stamps left money stamps postcards kindly posted, breakfasts room not cheap good, standard decor cleanliness second none, stay hesitation,  ",5,59
"lovely hotel stayed hotel beginning trip flying paris decided rebook returned loved, location hotel wonderful just near arc triomphe champs elysees, said hotel quite street does not lot traffic cause noise, staff lovely helpful, arrived upgraded times room 5th floor amazing, space clean planned, thought hotel just wonderful happy,  ",5,56
"super hotel great location friend recommended use trip advisor search online hotels glad did.my original booking paris hotel showed dismal rating gem hotel showed booked straight away.the hotel clean comfortable quiet definitely stay visit paris future,  ",5,37
"paris henry excellentservice staff clean room, brought 8 month old staff helpfull crib needs taken care of.they 4 star hotel good,  ",5,23
"stay trip paris n't picked better place stay, daughter wonderful experience, hotel clean staff efficient pleasant, location ideal especially walk arc triomphe 2 minutes, metro right avenue champs-elysees, absolutely wonderful stay,  ",5,37
"loved royal magda etoile just 3 day trip paris stayed lovely royal magda eoile, fully recommend hotel, booked particular hotel reading reports tripadvisor nearly right, staff fantastic, really approachable nice, initial room given disappointed 5 minutes moved great room, quickly problems, room junior suite good size, hotel really clean particularly bathrooms, definanately stay trip paris, hopefully soon,  ",5,68
